filepath,filename,latitude,longitude,cluster,split
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/6383eb9ed988c4bf47623e639c7c71a7b3b5de91.JPG,6383eb9ed988c4bf47623e639c7c71a7b3b5de91.JPG,22.689655917,114.200342500,6,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/5663b5ac2522defa99e82073c1782227adad51d0.JPG,5663b5ac2522defa99e82073c1782227adad51d0.JPG,22.690666806,114.199857778,6,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/cc388bb41ed88f4736fd4e69dab6e6f61d2f9ed6.JPG,cc388bb41ed88f4736fd4e69dab6e6f61d2f9ed6.JPG,22.693193222,114.193529444,8,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/6af80e96e0b9b5c181b2b78d2cbf36f61f5fa0f5.JPG,6af80e96e0b9b5c181b2b78d2cbf36f61f5fa0f5.JPG,22.690545111,114.196674389,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/28b7688825781cdbb446ccdb3db5d484f1c9b59c.JPG,28b7688825781cdbb446ccdb3db5d484f1c9b59c.JPG,22.695239861,114.197641833,4,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/42d2af9f78ae35a633261cd029ea28f36859f885.JPG,42d2af9f78ae35a633261cd029ea28f36859f885.JPG,22.688053833,114.196264167,2,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/0f6544246749c1af73ee055baa7e04d4d67f5f38.JPG,0f6544246749c1af73ee055baa7e04d4d67f5f38.JPG,22.692642833,114.198736944,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/5a6e5a3545b62b6bf689bd09f93ab8428b763b1d.JPG,5a6e5a3545b62b6bf689bd09f93ab8428b763b1d.JPG,22.693615417,114.194513444,0,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/c140d0de72ac935041115b918bc90fe9e1621400.JPG,c140d0de72ac935041115b918bc90fe9e1621400.JPG,22.695943194,114.199859444,7,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/16b23f0343633f3e9b26f88f3a31fcd5db454d62.JPG,16b23f0343633f3e9b26f88f3a31fcd5db454d62.JPG,22.690976500,114.197810278,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/da3c2cf3c59fb40b7dabb641ed2301b5fd9ae736.JPG,da3c2cf3c59fb40b7dabb641ed2301b5fd9ae736.JPG,22.691249472,114.198078500,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/cac14bb1f10b817124606fcbe2e358ce929470b4.JPG,cac14bb1f10b817124606fcbe2e358ce929470b4.JPG,22.688157917,114.196403667,2,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/46f003525278561f27366d83e60fa97fb27a2a96.JPG,46f003525278561f27366d83e60fa97fb27a2a96.JPG,22.689388667,114.193717417,5,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/1a55d028aa51370c08daa5245eb0ce2d3f9d13dc.JPG,1a55d028aa51370c08daa5245eb0ce2d3f9d13dc.JPG,22.692828361,114.195992694,0,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/ad191a42b75f48718e7607aa3a66d76007cbe428.JPG,ad191a42b75f48718e7607aa3a66d76007cbe428.JPG,22.693841306,114.196885028,1,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/7466a069e416f249474a98979c363880c765ceb5.JPG,7466a069e416f249474a98979c363880c765ceb5.JPG,22.691938056,114.197580472,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/1c821b6de67faa15bb6454f7e4b4b80f42e81860.JPG,1c821b6de67faa15bb6454f7e4b4b80f42e81860.JPG,22.690129472,114.195311889,5,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/b20670d23dca6310c06d900f8e152decbe6de4cf.JPG,b20670d23dca6310c06d900f8e152decbe6de4cf.JPG,22.694789111,114.196229639,4,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/307ae147fec1c6832a47a8c4889f8670ab07079f.JPG,307ae147fec1c6832a47a8c4889f8670ab07079f.JPG,22.694650528,114.199190778,7,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/ff3ecd5c2b25093bbc72235a76256a5bac793eb7.JPG,ff3ecd5c2b25093bbc72235a76256a5bac793eb7.JPG,22.691375417,114.199073667,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/dffa1a7b456d5917a6ab225ebf6efe93966dd28c.JPG,dffa1a7b456d5917a6ab225ebf6efe93966dd28c.JPG,22.692040000,114.196907306,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/3b48002413d41ccb9ade1edc2a8d800586ea42d0.JPG,3b48002413d41ccb9ade1edc2a8d800586ea42d0.JPG,22.693506028,114.196518139,1,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/6b00db00a145c08d8fd892fdfa6a7547b429cd7c.JPG,6b00db00a145c08d8fd892fdfa6a7547b429cd7c.JPG,22.690069694,114.198620528,2,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/9016092a76abda2fd796c239eb75ccc857837d76.JPG,9016092a76abda2fd796c239eb75ccc857837d76.JPG,22.689099056,114.199086167,2,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/90423c51de817f38975d24fa532706edcb6c7166.JPG,90423c51de817f38975d24fa532706edcb6c7166.JPG,22.693406861,114.194028583,8,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/f00104eccdafc81632c2e6b2cc13d7027af7a6ab.JPG,f00104eccdafc81632c2e6b2cc13d7027af7a6ab.JPG,22.693241417,114.198516583,1,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/193981e749954aa39dc537e5ca059141ad93327c.JPG,193981e749954aa39dc537e5ca059141ad93327c.JPG,22.694555889,114.195611556,0,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/859e6a63abe2cf5b4a8d0637cd801d097f2532cd.JPG,859e6a63abe2cf5b4a8d0637cd801d097f2532cd.JPG,22.694085972,114.196642417,1,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/0018cb05a69b32f04efbe4c19f414cc1251fb2bf.JPG,0018cb05a69b32f04efbe4c19f414cc1251fb2bf.JPG,22.690613389,114.196405694,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/6da5709dde1bf47a634674f08b6540c14e06ecd7.JPG,6da5709dde1bf47a634674f08b6540c14e06ecd7.JPG,22.692490944,114.191899000,8,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/be88888cce234975476a4d74478447fe8be4f095.JPG,be88888cce234975476a4d74478447fe8be4f095.JPG,22.692187111,114.194364361,8,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/36ecc00a2ed4ed7a7dcefee95295ec4bc2cd553e.JPG,36ecc00a2ed4ed7a7dcefee95295ec4bc2cd553e.JPG,22.692643833,114.197436667,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/26b2c550f5920f4f0b21174563df539b4c161e03.JPG,26b2c550f5920f4f0b21174563df539b4c161e03.JPG,22.692507111,114.194217472,8,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/dbad934cbf8de7fa97106d64faf6dc903c5d3173.JPG,dbad934cbf8de7fa97106d64faf6dc903c5d3173.JPG,22.691368028,114.199053889,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/36e21b5dc7a57cb52a4f30e6dd38c3ff3767525e.JPG,36e21b5dc7a57cb52a4f30e6dd38c3ff3767525e.JPG,22.694748139,114.192806167,8,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/7fa2dc47421ac43dfe5c48611946b7d436b4e220.JPG,7fa2dc47421ac43dfe5c48611946b7d436b4e220.JPG,22.694003278,114.197851806,1,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/fab25a9d4031c8e730f7d635a562233cf177dd62.JPG,fab25a9d4031c8e730f7d635a562233cf177dd62.JPG,22.690285611,114.195237556,5,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/946ad277b20c7ac3bdfbee7eaca6caad3846243d.JPG,946ad277b20c7ac3bdfbee7eaca6caad3846243d.JPG,22.694468194,114.197979694,1,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/ec58e7d630b978789cfbe83c2b7ac0337b8fc1be.JPG,ec58e7d630b978789cfbe83c2b7ac0337b8fc1be.JPG,22.691291417,114.198565750,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/382788e425629405a2ceb44914456cd5623e6114.JPG,382788e425629405a2ceb44914456cd5623e6114.JPG,22.691155528,114.198512611,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/1a1bf038575b40924dc2fdb49adc1f77d3462e0c.JPG,1a1bf038575b40924dc2fdb49adc1f77d3462e0c.JPG,22.692214583,114.199009472,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/b4bd4bf06773cafdad737dd965fab81e01324247.JPG,b4bd4bf06773cafdad737dd965fab81e01324247.JPG,22.692915167,114.192888306,8,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/fa55e727988fcd813b6c417e492b6659e664837f.JPG,fa55e727988fcd813b6c417e492b6659e664837f.JPG,22.691509694,114.192925111,8,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/507470bcf7c91f9fe6b2471bf8adc724daa60734.JPG,507470bcf7c91f9fe6b2471bf8adc724daa60734.JPG,22.693899361,114.197279444,1,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/95cf359ac199eaa6f31989f9945f19d8cc9fc23d.JPG,95cf359ac199eaa6f31989f9945f19d8cc9fc23d.JPG,22.695154306,114.197209722,4,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/2b5f7163411f2512cc86ebbf0a17fa38cebcc084.JPG,2b5f7163411f2512cc86ebbf0a17fa38cebcc084.JPG,22.694869444,114.200180444,7,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/71d163a333cc3824997be22a491f51c2bc8c2687.JPG,71d163a333cc3824997be22a491f51c2bc8c2687.JPG,22.691411389,114.196236694,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/ace3f5ae58412999a3e549ff12c786d7f2075be4.JPG,ace3f5ae58412999a3e549ff12c786d7f2075be4.JPG,22.693505694,114.194258139,0,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/3c8ed070331819701f8214d48a86f716ec838903.JPG,3c8ed070331819701f8214d48a86f716ec838903.JPG,22.696953417,114.196894056,4,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/6ec90857438f66a1673958a5cbec1115ba0dcf33.JPG,6ec90857438f66a1673958a5cbec1115ba0dcf33.JPG,22.691475833,114.195974333,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/6734636dcefe653512df72759b24893fcefc77f8.JPG,6734636dcefe653512df72759b24893fcefc77f8.JPG,22.692483944,114.198853194,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/e183874c7fe68fd3933d413dd29a6fb39775a42e.JPG,e183874c7fe68fd3933d413dd29a6fb39775a42e.JPG,22.689373278,114.193673306,5,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/2e190e69ca7d96b890fcebba51ef393016d3fce4.JPG,2e190e69ca7d96b890fcebba51ef393016d3fce4.JPG,22.694250333,114.198517028,1,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/051f99090a1b168f3aab2cf4a8c13af3022cba09.JPG,051f99090a1b168f3aab2cf4a8c13af3022cba09.JPG,22.693104361,114.199915583,6,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/32570c1fc90ee616b93243d66e69c8b656e0fb41.JPG,32570c1fc90ee616b93243d66e69c8b656e0fb41.JPG,22.692276472,114.195839111,0,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/dad70d34439075d8bbf02b49d0642cce87d7d9b5.JPG,dad70d34439075d8bbf02b49d0642cce87d7d9b5.JPG,22.691788444,114.198567944,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/826f557972f451f0b64327a4082a0dbb31c4ec8a.JPG,826f557972f451f0b64327a4082a0dbb31c4ec8a.JPG,22.696021583,114.199546806,7,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/aa077f88e20b3a4b757a11051cda1a321836944d.JPG,aa077f88e20b3a4b757a11051cda1a321836944d.JPG,22.691869222,114.196473583,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/86bba30975b8928641067ff319c23a254fde3387.JPG,86bba30975b8928641067ff319c23a254fde3387.JPG,22.692902361,114.195278417,0,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/dd9d5db36a53f6c233eedbcd6cb74bc551aeb2c8.JPG,dd9d5db36a53f6c233eedbcd6cb74bc551aeb2c8.JPG,22.692519806,114.195341250,0,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/b50b560f0eb14f7960728b7b1e9f9be0856cfb0b.JPG,b50b560f0eb14f7960728b7b1e9f9be0856cfb0b.JPG,22.691311667,114.195051583,5,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/03914788a0c9cb6ddd653ea90ece220ea34edf04.JPG,03914788a0c9cb6ddd653ea90ece220ea34edf04.JPG,22.692512472,114.198888111,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/a9ff6d70df4e2d8cec5981c5d0e6cf5e2ae445b3.JPG,a9ff6d70df4e2d8cec5981c5d0e6cf5e2ae445b3.JPG,22.690964333,114.197819944,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/b8f0e06f5515e4e3af57dbc800cdf9045b09e1fc.JPG,b8f0e06f5515e4e3af57dbc800cdf9045b09e1fc.JPG,22.695834889,114.197381111,4,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/34c3f95a28df309bd7fdd8b058845a9ab77a4699.JPG,34c3f95a28df309bd7fdd8b058845a9ab77a4699.JPG,22.691947278,114.196675250,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/131cf4ef2df2b54ba4af7eac77c7a04e8de423be.JPG,131cf4ef2df2b54ba4af7eac77c7a04e8de423be.JPG,22.692723972,114.198936194,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/43381c8cb83509e9cbb6fbd0dfbe51d474e778f1.JPG,43381c8cb83509e9cbb6fbd0dfbe51d474e778f1.JPG,22.693543028,114.194343778,0,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/82af62a4cc6ab10b6748d9c08517374d640bcf18.JPG,82af62a4cc6ab10b6748d9c08517374d640bcf18.JPG,22.693723917,114.197098000,1,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/bf84f9537b99e5dd16f64f9403ac8ddf2f8d4571.JPG,bf84f9537b99e5dd16f64f9403ac8ddf2f8d4571.JPG,22.691953444,114.194216583,8,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/509940e0f4660ac84259cd3468fe704e3669cb40.JPG,509940e0f4660ac84259cd3468fe704e3669cb40.JPG,22.694149250,114.198260500,1,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/c05d0ddd723d4ba4c99519bc9c6dfde2cd62c1ea.JPG,c05d0ddd723d4ba4c99519bc9c6dfde2cd62c1ea.JPG,22.691725417,114.195870889,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/7ad43c5ad3dfb370ac6f3e2ce94fb07fc0d7569c.JPG,7ad43c5ad3dfb370ac6f3e2ce94fb07fc0d7569c.JPG,22.689978500,114.196895194,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/1bbeae9bd427a7ba1cb95cb7d749fa812dc9ec17.JPG,1bbeae9bd427a7ba1cb95cb7d749fa812dc9ec17.JPG,22.690717194,114.195039833,5,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/6af0a194fbe4ba1bd68918941fa53f800b65d55a.JPG,6af0a194fbe4ba1bd68918941fa53f800b65d55a.JPG,22.692465667,114.191837778,8,test
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/637006e5aefa00e224882bbe5a3dcc6a65d3541c.JPG,637006e5aefa00e224882bbe5a3dcc6a65d3541c.JPG,22.689430472,114.199813361,2,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/42803c652f1cbb20b5e5a9f1dd1c841a121f0f81.JPG,42803c652f1cbb20b5e5a9f1dd1c841a121f0f81.JPG,22.691695472,114.197688194,9,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/dea5b9aba69fe7ce79a33bb2c6c5d265d47d1c08.JPG,dea5b9aba69fe7ce79a33bb2c6c5d265d47d1c08.JPG,22.690742139,114.197449806,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/635472d702faa332a3553e2095cb85e4ba902f61.JPG,635472d702faa332a3553e2095cb85e4ba902f61.JPG,22.690276611,114.195241083,5,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/7639930e0374ee3380a4db880ed7a2a5a742a90d.JPG,7639930e0374ee3380a4db880ed7a2a5a742a90d.JPG,22.691957611,114.196985806,3,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/d1eca1db22f02625534bcb5fad1a072cb80df466.JPG,d1eca1db22f02625534bcb5fad1a072cb80df466.JPG,22.692846444,114.195306417,0,train
/home/data1/szq/Megadepth/Aerial_lifting_early/dji/process_lidar_mesh_szq/raw_pics/ed/pupper/images/survey/b0d9012a6fea53d8b1b9408c9b064150a74789bf.JPG,b0d9012a6fea53d8b1b9408c9b064150a74789bf.JPG,22.693389028,114.196205750,0,train
